from,to,distance
59,6,234.2095325
59,49,220.1071011
59,12,234.3274115
59,10,238.454472
59,4,245.571147
59,32,214.8390465
59,46,262.6262496
59,54,238.5856617
59,2,358.418025
59,26,358.9114378
59,47,201.4756191
59,50,245.4278374
59,73,211.5163473
59,28,212.9067961
78,51,126.1225198
78,67,136.3837693
78,57,4.522384982
78,7,5.388660267
78,24,43.83738359
78,77,108.9817919
78,42,55.71328718
78,20,34.39296594
78,38,35.45433083
78,33,119.8464509
78,5,49.25247152
78,52,105.0189386
78,59,89.45017125
78,78,0
78,23,5.232052472
78,48,1.507461711
78,34,60.98076127
78,55,8.384678303
78,40,
78,22,134.0148186
78,56,122.077527
78,21,146.9192908
78,11,133.7514681
78,31,110.4665902
78,14,129.1873947
78,18,118.8848901
78,61,123.9249272
78,60,133.9846783
78,53,121.9725945
78,68,154.6946227
78,58,113.5250322
78,8,211.1949093
78,9,176.7944324
78,41,112.2635829
78,76,229.7362303
78,74,9.303920809
78,45,57.60866091
78,19,138.4841162
78,27,28.99947295
78,65,141.5209511
78,69,152.6395061
78,72,148.2955441
78,63,119.5792677
78,64,142.1552071
78,79,135.6825516
78,1,84.50929183
78,37,88.62267673
78,70,141.1498773
78,36,132.4216746
78,15,58.671354
78,25,27.01680688
78,43,124.5637917
78,62,105.8095758
78,35,156.52136
78,30,127.8063055
78,66,137.5156848
78,13,135.5645522
78,29,129.7049871
78,39,109.1927589
78,71,154.5046369
78,44,157.5212047
78,75,160.9899706
78,3,179.4561466
78,16,158.4951079
78,17,187.228654
78,6,176.0090609
78,49,167.1383022
78,12,179.4561466
78,10,177.9137673
78,4,185.098703
78,32,156.5696873
78,46,195.2632594
78,54,159.50562
78,2,276.331856
78,26,276.0603314
78,47,146.7158947
78,50,194.5237529
78,73,148.6255261
78,28,160.1680715
23,51,131.3536763
23,67,141.5664133
23,57,8.476118153
23,7,5.903120415
23,24,44.51273683
23,77,114.1653404
23,42,55.42063277
23,20,33.98711482
23,38,34.87614187
23,33,124.9926562
23,5,49.17783633
23,52,110.1738715
23,59,94.06925641
23,78,5.232052472
23,23,0
23,48,6.136195532
23,34,56.12022806
23,55,7.752407426
23,40,
23,22,128.9362492
23,56,116.8471599
23,21,142.6524345
23,11,129.0038956
23,31,114.9579023
23,14,124.2801044
23,18,114.1059199
23,61,118.886176
23,60,128.7741618
23,53,117.0886679
23,68,149.4816887
23,58,108.4287552
23,8,205.9857296
23,9,171.5966924
23,41,107.0560776
23,76,224.5270498
23,74,6.3305925
23,45,52.4709107
23,19,143.7042269
23,27,34.21059925
23,65,146.7399448
23,69,157.6863269
23,72,153.4208896
23,63,124.8110247
23,64,147.2728624
23,79,140.7433221
23,1,80.87978772
23,37,84.89379288
23,70,146.2501813
23,36,137.4099175
23,15,53.46786829
23,25,22.07454522
23,43,119.6055294
23,62,100.5831007
23,35,152.4727609
23,30,123.3728467
23,66,132.80238
23,13,131.4442028
23,29,125.1128959
23,39,104.1461951
23,71,150.0459305
23,44,153.5149586
23,75,156.6371695
23,3,175.1405635
23,16,154.0739398
23,17,182.9584288
23,6,171.5424775
23,49,162.9609011
23,12,175.1405635
23,10,173.3331656
23,4,180.5044212
23,32,152.1613126
23,46,190.3671652
23,54,154.3016587
23,2,271.1028319
23,26,270.8375132
23,47,142.5315373
23,50,190.3588577
23,73,144.0171744
23,28,156.0308171
48,51,125.3396063
48,67,135.4498719
48,57,3.014923271
48,7,6.884606054
48,24,42.49318433
48,77,108.4136668
48,42,54.50723973
48,20,33.24034033
48,38,34.33209087
48,33,119.3421698
48,5,48.01563561
48,52,104.5027989
48,59,89.41787247
48,78,1.507461711
48,23,6.136195532
48,48,0
48,34,61.25295927
48,55,9.886998343
48,40,
48,22,135.0689874
48,56,122.8172062
48,21,146.8148531
48,11,133.9206766
48,31,110.5044652
48,14,129.4735095
48,18,120.107749
48,61,125.0099535
48,60,134.8677375
48,53,123.1489747
48,68,155.5709347
48,58,114.5637393
48,8,212.0800852
48,9,177.7050549
48,41,113.1545665
48,76,230.6212358
48,74,10.74161165
48,45,58.14416426
48,19,137.6370995
48,27,28.39695169
48,65,140.6699142
48,69,151.5578535
48,72,147.2853598
48,63,118.8355048
48,64,141.1368477
48,79,135.286956
48,1,84.15003874
48,37,88.29976536
48,70,140.1141696
48,36,132.1009797
48,15,59.57445566
48,25,27.40174444
48,43,124.8928607
48,62,106.639839
48,35,157.9314131
48,30,129.1385903
48,66,138.7643692
48,13,136.9620321
48,29,130.9937261
48,39,109.6068696
48,71,155.8315547
48,44,158.9378218
48,75,162.3425392
48,3,180.8173985
48,16,159.8315505
48,17,188.5995976
48,6,177.3345281
48,49,168.5267215
48,12,180.8173985
48,10,179.2074292
48,4,186.3883572
48,32,157.9091785
48,46,196.4349578
48,54,160.4035455
48,2,277.0559182
48,26,276.7509559
48,47,148.1023981
48,50,195.9150878
48,73,149.9099213
48,28,161.5634834
34,51,184.1197427
34,67,192.0731732
34,57,61.90398329
34,7,61.05968046
34,24,64.02320194
34,77,168.9879426
34,42,61.40502631
34,20,53.19177436
34,38,52.20455532
34,33,180.1902725
34,5,60.32043451
34,52,165.3272558
34,59,150.0779331
34,78,60.98076127
34,23,56.12022806
34,48,61.25295927
34,34,0
34,55,60.88966155
34,40,
34,22,90.54233976
34,56,67.64322864
34,21,88.96990057
34,11,72.98944654
34,31,170.7556556
34,14,68.2210722
34,18,86.45378658
34,61,82.83732014
34,60,83.48529894
34,53,86.20691396
34,68,103.1296346
34,58,71.20765208
34,8,158.7075364
34,9,125.7287895
34,41,63.54690926
34,76,177.013254
34,74,57.12139518
34,45,11.26216428
34,19,195.5411674
34,27,89.28784029
34,65,198.4954641
34,69,204.9701405
34,72,202.3597861
34,63,178.065833
34,64,196.1246584
34,79,196.4467489
34,1,38.00017113
34,37,39.88264093
34,70,194.7518686
34,36,193.3491522
34,15,27.52688156
34,25,34.05677041
34,43,63.70249028
34,62,55.39441134
34,35,136.1057431
34,30,102.5074119
34,66,104.8249824
34,13,115.638029
34,29,100.6816181
34,39,48.92782844
34,71,126.2748341
34,44,137.7895083
34,75,134.4923321
34,3,152.6111821
34,16,130.7721132
34,17,160.8745823
34,6,146.2960665
34,49,143.6396558
34,12,152.6111821
34,10,145.6596918
34,4,152.205162
34,32,129.2435598
34,46,154.6555509
34,54,108.4968229
34,2,219.5129328
34,26,218.6403089
34,47,124.565756
34,50,169.8113852
34,73,117.5357733
34,28,137.8749629
55,51,130.0728839
55,67,141.1716893
55,57,12.89523904
55,7,3.014923984
55,24,51.73803921
55,77,111.7713408
55,42,63.03129339
55,20,41.59765805
55,38,42.52949358
55,33,122.2493424
55,5,56.71797544
55,52,107.5316061
55,59,89.34132993
55,78,8.384678303
55,23,7.752407426
55,48,9.886998343
55,34,60.88966155
55,55,0
55,40,
55,22,128.9029843
55,56,118.9228733
55,21,148.5202814
55,11,133.8703785
55,31,109.8791451
55,14,128.6588665
55,18,112.7053547
55,61,118.6331757
55,60,129.9357242
55,53,116.0945716
55,68,150.6545718
55,58,108.5474927
55,8,207.0459197
55,9,172.5198847
55,41,108.2127287
55,76,225.5762288
55,74,3.784090398
55,45,56.03172028
55,19,142.7752047
55,27,32.80126655
55,65,145.8302647
55,69,158.2570383
55,72,153.5048493
55,63,123.3232137
55,64,147.4185735
55,79,137.4409777
55,1,87.65521995
55,37,91.55979759
55,70,146.5141561
55,36,133.7689753
55,15,54.81579271
55,25,27.13430851
55,43,123.8030094
55,62,102.1500651
55,35,149.0271253
55,30,120.8771377
55,66,131.1434738
55,13,128.1702093
55,29,123.0718839
55,39,107.9910868
55,71,147.5940655
55,44,149.9788019
55,75,153.9000675
55,3,172.2988
55,16,151.5172999
55,17,180.0016399
55,6,169.0976744
55,49,159.7953996
55,12,172.2988
55,10,171.2151196
55,4,178.4233921
55,32,149.5719827
55,46,189.3497297
55,54,155.3276688
55,2,273.1065071
55,26,273.0318754
55,47,139.3948418
55,50,187.1521523
55,73,142.0060399
55,28,152.7779455
