from,to,distance
40,51,
40,67,
40,57,
40,7,
40,24,
40,77,
40,42,
40,20,
40,38,
40,33,
40,5,
40,52,
40,59,
40,78,
40,23,
40,48,
40,34,
40,55,
40,40,
40,22,
40,56,
40,21,
40,11,
40,31,
40,14,
40,18,
40,61,
40,60,
40,53,
40,68,
40,58,
40,8,
40,9,
40,41,
40,76,
40,74,
40,45,
40,19,
40,27,
40,65,
40,69,
40,72,
40,63,
40,64,
40,79,
40,1,
40,37,
40,70,
40,36,
40,15,
40,25,
40,43,
40,62,
40,35,
40,30,
40,66,
40,13,
40,29,
40,39,
40,71,
40,44,
40,75,
40,3,
40,16,
40,17,
40,6,
40,49,
40,12,
40,10,
40,4,
40,32,
40,46,
40,54,
40,2,
40,26,
40,47,
40,50,
40,73,
40,28,
22,51,258.57807
22,67,270.0745031
22,57,137.2027163
22,7,130.9102334
22,24,153.1327192
22,77,238.7254904
22,42,151.9078793
22,20,141.1346797
22,38,140.4509175
22,33,248.2124047
22,5,150.4251369
22,52,234.0020155
22,59,208.9434392
22,78,134.0148186
22,23,128.9362492
22,48,135.0689874
22,34,90.54233976
22,55,128.9029843
22,40,
22,22,0
22,56,35.59268794
22,21,115.7767825
22,11,87.21381167
22,31,225.8972405
22,14,76.05603576
22,18,26.45116994
22,61,10.75314863
22,60,19.96097833
22,53,19.59700887
22,68,30.30631789
22,58,20.57357048
22,8,80.97251581
22,9,46.91434573
22,41,27.96767005
22,76,99.0666343
22,74,125.7969259
22,45,84.71347746
22,19,271.5241964
22,27,161.6814146
22,65,274.5866134
22,69,286.6147774
22,72,282.2737482
22,63,251.6386466
22,64,276.1488382
22,79,261.3298864
22,1,115.0713866
22,37,113.4556627
22,70,275.1618546
22,36,256.4087523
22,15,76.33329575
22,25,111.6937794
22,43,71.5718683
22,62,36.36466684
22,35,66.73192482
22,30,40.97871947
22,66,27.68716893
22,13,55.42063824
22,29,33.41000421
22,39,64.66388839
22,71,48.10619066
22,44,68.93781501
22,75,56.6802091
22,3,71.10560244
22,16,52.1444961
22,17,78.89915486
22,6,62.42546051
22,49,67.88532811
22,12,71.10560244
22,10,59.32202583
22,4,64.82090831
22,32,51.57981263
22,46,64.12566444
22,54,32.32989444
22,2,151.5674956
22,26,153.0194524
22,47,56.48182367
22,50,88.62834876
22,73,37.68828829
22,28,65.21190509
56,51,248.1407658
56,67,257.5851746
56,57,124.3381989
56,7,120.2461109
56,24,131.5780814
56,77,230.6809187
56,42,127.5687025
56,20,120.805242
56,38,119.8399287
56,33,241.1458074
56,5,127.3614682
56,52,226.4507412
56,59,205.6688536
56,78,122.077527
56,23,116.8471599
56,48,122.8172062
56,34,67.64322864
56,55,118.9228733
56,40,
56,22,35.59268794
56,56,0
56,21,80.75763984
56,11,52.17169769
56,31,224.5741489
56,14,40.91818172
56,18,52.09205061
56,61,35.80658394
56,60,18.7991561
56,53,46.55939482
56,68,35.88272903
56,58,30.33621574
56,8,91.08069245
56,9,58.33205339
56,41,17.07773209
56,76,109.4342237
56,74,115.3403407
56,45,65.78908457
56,19,260.2770394
56,27,151.0156621
56,65,263.2915122
56,69,271.7471491
56,72,268.5939448
56,63,241.6508962
56,64,262.3729268
56,79,255.963588
56,1,83.92569157
56,37,81.59361887
56,70,261.1216589
56,36,251.8775909
56,15,64.27618882
56,25,96.36640017
56,43,36.12820694
56,62,18.10113774
56,35,100.8789817
56,30,70.90865978
56,66,61.740451
56,13,86.48077511
56,29,64.52665803
56,39,30.06695633
56,71,83.33903416
56,44,103.0442559
56,75,92.01801478
56,3,106.6856259
56,16,87.50877415
56,17,114.4327317
56,6,97.89027696
56,49,103.1369367
56,12,106.6856259
56,10,94.35755541
56,4,99.38196682
56,32,86.81278326
56,46,93.61555168
56,54,41.39423605
56,2,154.2629304
56,26,154.1094163
56,47,89.91720315
56,50,124.1747815
56,73,72.91924618
56,28,99.95309824
21,51,259.8685168
21,67,263.8027743
21,57,146.6522475
21,7,148.1590716
21,24,130.0960094
21,77,249.1028843
21,42,118.4140155
21,20,125.7051763
21,38,124.2295482
21,33,260.9251802
21,5,122.3780787
21,52,246.2825755
21,59,236.0670805
21,78,146.9192908
21,23,142.6524345
21,48,146.8148531
21,34,88.96990057
21,55,148.5202814
21,40,
21,22,115.7767825
21,56,80.75763984
21,21,0
21,11,28.59770362
21,31,257.2864941
21,14,39.83985262
21,18,131.7038935
21,61,116.4710727
21,60,96.53069651
21,53,126.8064962
21,68,102.3859503
21,58,109.3449798
21,8,136.7151185
21,9,117.3653304
21,41,94.80618708
21,76,150.6670919
21,74,144.8573328
21,45,97.39206302
21,19,269.2875021
21,27,172.8142283
21,65,271.9946241
21,69,271.1549047
21,72,271.1812933
21,63,254.8820932
21,64,265.1186644
21,79,278.4057856
21,1,65.37296796
21,37,60.74455816
21,70,263.2910887
21,36,276.3283207
21,15,109.15603
21,25,121.4284825
21,43,44.8741877
21,62,89.79966069
21,35,181.6312823
21,30,150.9033444
21,66,142.49028
21,13,166.542329
21,29,144.9588921
21,39,57.67098612
21,71,163.858655
21,44,183.7928352
21,75,172.4568282
21,3,186.1495062
21,16,167.9211359
21,17,193.5495142
21,6,176.8751518
21,49,183.6525104
21,12,186.1495062
21,10,172.3695686
21,4,176.4154962
21,32,167.3346252
21,46,164.0633888
21,54,106.9831303
21,2,172.3953231
21,26,168.9748576
21,47,170.6019914
21,50,203.2975298
21,73,153.4308343
21,28,180.6762421
11,51,253.4925887
11,67,259.4064627
11,57,134.3092214
11,7,134.0375075
11,24,125.4402773
11,77,240.2824696
11,42,116.1043793
11,20,118.47518
11,38,117.1078168
11,33,251.7774955
11,5,118.6651912
11,52,236.944414
11,59,223.0426188
11,78,133.7514681
11,23,129.0038956
11,48,133.9206766
11,34,72.98944654
11,55,133.8703785
11,40,
11,22,87.21381167
11,56,52.17169769
11,21,28.59770362
11,11,0
11,31,243.7440998
11,14,11.2621637
11,18,103.4067266
11,61,87.92009626
11,60,68.1078446
11,53,98.3614976
11,68,75.46200677
11,58,81.07906938
11,8,115.775457
11,9,92.42005013
11,41,66.57501082
11,76,131.4252568
11,74,130.0975571
11,45,79.08527852
11,19,263.9664312
11,27,161.4734966
11,65,266.8099032
11,69,269.2612737
11,72,268.1518889
11,63,247.924526
11,64,261.9685326
11,79,268.5286007
11,1,61.99798004
11,37,57.65507052
11,70,260.3263563
11,36,265.7480059
11,15,88.04841622
11,25,106.9961613
11,43,16.61230305
11,62,62.09510575
11,35,153.050545
11,30,122.5468724
11,66,113.8960308
11,13,138.182522
11,29,116.4834089
11,39,31.60267026
11,71,135.2783237
11,44,155.2150125
11,75,143.889084
11,3,157.7639295
11,16,139.3562592
11,17,165.2414778
11,6,148.5751522
11,49,155.0754858
11,12,157.7639295
11,10,144.2581478
11,4,148.5185124
11,32,138.7545353
11,46,137.5512108
11,54,80.38131983
11,2,161.0244869
11,26,158.6142607
11,47,142.0541425
11,50,174.997245
11,73,124.8497188
11,28,152.0785678
31,51,68.14180632
31,67,87.05977674
31,57,110.6418101
31,7,109.7467753
31,24,136.3763846
31,77,44.81876367
31,42,150.9664646
31,20,135.3014599
31,38,136.7956206
31,33,42.84236668
31,5,144.6858123
31,52,40.47170846
31,59,21.55467083
31,78,110.4665902
31,23,114.9579023
31,48,110.5044652
31,34,170.7556556
31,55,109.8791451
31,40,
31,22,225.8972405
31,56,224.5741489
31,21,257.2864941
31,11,243.7440998
31,31,0
31,14,238.4215842
31,18,203.4275016
31,61,215.1454272
31,60,232.1744528
31,53,208.8669404
31,68,252.2985908
31,58,207.443359
31,8,306.8351548
31,9,272.4546499
31,41,211.239113
31,76,324.9596145
31,74,113.6560495
31,45,165.5032616
31,19,80.43757645
31,27,85.34836954
31,65,82.65014433
31,69,112.0024731
31,72,101.8164642
31,63,61.96152589
31,64,98.64765672
31,79,43.367741
31,1,193.6999561
31,37,198.0479823
31,70,99.74081867
31,36,36.17232143
31,15,161.1244387
31,25,136.8088312
31,43,233.4501759
31,62,206.7592858
31,35,219.981826
31,30,203.3687374
31,66,218.5147349
31,13,203.3687465
31,29,208.6048619
31,39,217.3549125
31,71,227.5750365
31,44,219.9260795
31,75,230.8773228
31,3,246.6731883
31,16,230.2631862
31,17,252.6468425
31,6,247.2764989
31,49,232.28329
31,12,246.6731883
31,10,251.9682488
31,4,258.9770688
31,32,228.228332
31,46,277.3756266
31,54,256.2098807
31,2,376.3456222
31,26,377.0613355
31,47,214.3897274
31,50,256.7371183
31,73,225.924969
31,28,225.1693234
14,51,251.0478067
14,67,257.7349914
14,57,130.0962628
14,7,129.0554444
14,24,124.5694819
14,77,236.8964851
14,42,116.3261914
14,20,116.640942
14,38,115.3400562
14,33,248.2204961
14,5,118.2792639
14,52,233.360138
14,59,217.9998991
14,78,129.1873947
14,23,124.2801044
14,48,129.4735095
14,34,68.2210722
14,55,128.6588665
14,40,
14,22,76.05603576
14,56,40.91818172
14,21,39.83985262
14,11,11.2621637
14,31,238.4215842
14,14,0
14,18,92.19975233
14,61,76.65806782
14,60,57.11990553
14,53,87.11340679
14,68,65.63870587
14,58,69.89149054
14,8,109.1349674
14,9,83.75136917
14,41,55.41210459
14,76,125.510325
14,74,124.8747761
14,45,72.98947861
14,19,261.9108617
14,27,157.4494745
14,65,264.8001118
14,69,268.5539212
14,72,266.9971917
14,63,245.2646131
14,64,260.7853585
14,79,264.6271531
14,1,63.44573513
14,37,59.48146903
14,70,259.2222596
14,36,261.5696801
14,15,80.38134356
14,25,102.2068758
14,43,5.903117583
14,62,51.20038097
14,35,141.7949449
14,30,111.3185761
14,66,102.6514186
14,13,126.9515812
14,29,105.2279563
14,39,22.47391243
14,71,124.0887193
14,44,143.9582442
14,75,132.7155065
14,3,146.7501719
14,16,128.1866216
14,17,154.2826865
14,6,137.6281454
14,49,143.8890919
14,12,146.7501719
14,10,133.4458424
14,4,137.8452494
14,32,127.5650077
14,46,127.7352292
14,54,70.74675204
14,2,158.5215353
14,26,156.5701944
14,47,130.7921751
14,50,164.0410267
14,73,113.6598584
14,28,140.845202
18,51,240.3372814
18,67,252.9563711
18,57,122.5724867
18,7,115.0703951
18,24,144.4799251
18,77,219.331152
18,42,145.7533892
18,20,131.8724238
18,38,131.4439597
18,33,228.2278756
18,5,143.1617126
18,52,214.3892011
18,59,187.4666965
18,78,118.8848901
18,23,114.1059199
18,48,120.107749
18,34,86.45378658
18,55,112.7053547
18,40,
18,22,26.45116994
18,56,52.09205061
18,21,131.7038935
18,11,103.4067266
18,31,203.4275016
18,14,92.19975233
18,18,0
18,61,18.08918028
18,60,43.09678665
18,53,6.884609052
18,68,56.75431486
18,58,22.36121671
18,8,105.0512642
18,9,72.09418255
18,41,36.90305834
18,76,122.5635781
18,74,110.028983
18,45,77.98900721
18,19,253.651565
18,27,144.9177107
18,65,256.7194074
18,69,270.880785
18,72,265.803834
18,63,233.1995095
18,64,259.7862735
18,79,240.412335
18,1,117.6487908
18,37,117.0579112
18,70,258.9761475
18,36,235.1318157
18,15,65.51577131
18,25,99.9845332
18,43,86.8729486
18,62,42.77530906
18,35,52.12374966
18,30,19.26657632
18,66,19.03601981
18,13,34.87614386
18,29,14.67475756
18,39,75.63283593
18,71,39.82583869
18,44,54.10959223
18,75,48.14248425
18,3,66.15740228
18,16,44.33011919
18,17,74.42087025
18,6,60.12592645
18,49,57.81906369
18,12,66.15740228
18,10,60.36941442
18,4,67.31930105
18,32,42.8423327
18,46,76.83040091
18,54,58.62846891
18,2,176.5128825
18,26,178.3054957
18,47,40.47170071
18,50,83.41091356
18,73,31.35298033
18,28,52.74888139
61,51,248.1270284
61,67,259.7870227
61,57,127.2058362
61,7,120.6988917
61,24,144.4841976
61,77,228.1342411
61,42,143.930118
61,20,132.2978367
61,38,131.6755768
61,33,237.5679859
61,5,142.135578
61,52,223.3879755
61,59,198.2022284
61,78,123.9249272
61,23,118.886176
61,48,125.0099535
61,34,82.83732014
61,55,118.6331757
61,40,
61,22,10.75314863
61,56,35.80658394
61,21,116.4710727
61,11,87.92009626
61,31,215.1454272
61,14,76.65806782
61,18,18.08918028
61,61,0
61,60,25.01234433
61,53,11.49199434
61,68,39.82577509
61,58,11.62990201
61,8,91.71405807
61,9,57.56786548
61,41,23.40953389
61,76,109.819695
61,74,115.5862924
61,45,76.21498022
61,19,261.1269708
61,27,151.3757863
61,65,264.1911416
61,69,276.5637591
61,72,272.0944459
61,63,241.1599486
61,64,265.9849016
61,79,250.6197191
61,1,109.7777535
61,37,108.5371351
61,70,265.0273016
61,36,245.6795755
61,15,66.78834712
61,25,102.1878052
61,43,71.66476668
61,62,31.16430173
61,35,65.21304399
61,30,35.57213513
61,66,26.42405503
61,13,50.9546542
61,29,28.81281147
61,39,62.42781866
61,71,48.70083843
61,44,67.35944897
61,75,57.46626617
61,3,73.63119994
61,16,53.07817123
61,17,81.72721985
61,6,65.79298561
61,49,68.31097217
61,12,73.63119994
61,10,63.86477669
61,4,70.0030475
61,32,52.12373853
61,46,72.65737002
61,54,42.45838726
61,2,162.171542
61,26,163.5364587
61,47,54.13418304
61,50,91.29100155
61,73,38.48961318
61,28,64.58710479
60,51,259.9476351
60,67,270.2799792
60,57,136.6666248
60,7,131.5762441
60,24,147.4400131
60,77,241.3997025
60,42,144.3870681
60,20,136.1540758
60,38,135.2898074
60,33,251.4554711
60,5,143.7434554
60,52,236.9381188
60,59,214.1294094
60,78,133.9846783
60,23,128.7741618
60,48,134.8677375
60,34,83.48529894
60,55,129.9357242
60,40,
60,22,19.96097833
60,56,18.7991561
60,21,96.53069651
60,11,68.1078446
60,31,232.1744528
60,14,57.11990553
60,18,43.09678665
60,61,25.01234433
60,60,0
60,53,36.45962189
60,68,20.72204813
60,58,26.29763182
60,8,77.21234882
60,9,42.96759716
60,41,21.73213866
60,76,95.75351239
60,74,126.5312066
60,45,79.96240873
60,19,272.4549889
60,27,162.5716812
60,65,275.4956665
60,69,285.4381637
60,72,281.7998375
60,63,253.2491278
60,64,275.6070771
60,79,265.5390921
60,1,102.4771923
60,37,100.2616407
60,70,274.4611248
60,36,261.059999
60,15,75.31942126
60,25,109.4791443
60,43,53.07811643
60,62,28.65695621
60,35,86.68009902
60,30,59.96604046
60,66,47.63291127
60,13,74.90307717
60,29,52.69095353
60,39,48.83762027
60,71,67.76619183
60,44,88.88769347
60,75,76.21121471
60,3,89.65610901
60,16,71.66477479
60,17,97.16281752
60,6,80.50934447
60,49,87.46230157
60,12,89.65610901
60,10,76.46800822
60,4,81.17142792
60,32,71.22559199
60,46,74.85500791
60,54,25.59142848
60,2,144.28871
60,26,144.8874255
60,47,76.42342905
60,50,106.9211268
60,73,57.40024484
60,28,85.05898811
53,51,244.5157952
53,67,256.8148091
53,57,125.5229735
53,7,118.3589972
53,24,145.7822654
53,77,223.8383212
53,42,146.3717296
53,20,133.3061953
53,38,132.8046969
53,33,232.9172892
53,5,144.0759106
53,52,218.9585902
53,59,192.5870191
53,78,121.9725945
53,23,117.0886679
53,48,123.1489747
53,34,86.20691396
53,55,116.0945716
53,40,
53,22,19.59700887
53,56,46.55939482
53,21,126.8064962
53,11,98.36149759
53,31,208.8669404
53,14,87.11340679
53,18,6.884609052
53,61,11.49199434
53,60,36.45962189
53,53,0
53,68,49.88868481
53,58,18.08917932
53,8,98.90432682
53,9,65.61896533
53,41,32.34681111
53,76,116.5889578
53,74,113.2792889
53,45,78.39374107
53,19,257.7300776
53,27,148.5559741
53,65,260.7980675
53,69,274.3513838
53,72,269.4826168
53,63,237.4319634
53,64,263.4305266
53,79,245.3894431
53,1,115.8595198
53,37,115.0075884
53,70,262.5690031
53,36,240.2159804
53,15,66.9737834
53,25,101.9851612
53,43,81.93242002
53,62,39.03482518
53,35,55.56055212
53,30,24.3647083
53,66,18.79840175
53,13,39.92195494
53,29,18.18586173
53,39,71.53456696
53,71,41.05128846
53,44,57.64085491
53,75,49.69101423
53,3,67.02644044
53,16,45.56274743
53,17,75.26838345
53,6,60.17043892
53,49,60.00383278
53,12,67.02644044
53,10,59.5210878
53,4,66.210841
53,32,44.30580897
53,46,73.29268002
53,54,51.84418745
53,2,170.1766048
53,26,171.8699294
53,47,44.13462539
53,50,84.55114637
53,73,31.57269489
53,28,55.5532785
68,51,280.669611
68,67,290.9643997
68,57,157.3522453
68,7,152.2982906
68,24,167.1510118
68,77,262.0805741
68,42,163.4294814
68,20,156.115309
68,38,155.2037158
68,33,272.0952708
68,5,163.1249365
68,52,257.5997289
68,59,234.4807241
68,78,154.6946227
68,23,149.4816887
68,48,155.5709347
68,34,103.1296346
68,55,150.6545718
68,40,
68,22,30.30631789
68,56,35.88272903
68,21,102.3859503
68,11,75.46200677
68,31,252.2985908
68,14,65.63870587
68,18,56.75431486
68,61,39.82577509
68,60,20.72204813
68,53,49.88868481
68,68,0
68,58,45.09555739
68,8,56.52028912
68,9,22.60812151
68,41,42.45388472
68,76,75.05835849
68,74,147.2529297
68,45,100.2488646
68,19,293.1702787
68,27,183.2936033
68,65,296.2101667
68,69,305.9872895
68,72,302.4290322
68,63,273.9701499
68,64,296.2314193
68,79,286.0741103
68,1,118.8547919
68,37,116.1689256
68,70,295.0697298
68,36,281.5282059
68,15,96.03495798
68,25,130.0525384
68,43,63.11506552
68,62,49.13945108
68,35,90.68628896
68,30,70.12421782
68,66,54.52436368
68,13,83.37449727
68,29,62.34031386
68,39,63.70253468
68,71,70.1379729
68,44,92.87789743
68,75,77.58476086
68,3,87.40108504
68,16,73.20850986
68,17,93.95275414
68,6,77.56451847
68,49,88.60484216
68,12,87.40108504
68,10,71.90518126
68,4,75.00867918
68,32,73.35123885
68,46,62.11830848
68,54,5.57260169
68,2,124.0472299
68,26,124.9014392
68,47,82.07247674
68,50,103.4899021
68,73,60.67243263
68,28,87.87316471
58,51,238.4035786
58,67,249.6959664
58,57,116.6718464
58,7,110.5015082
58,24,133.0005094
58,77,218.8628419
58,42,132.3165145
58,20,120.8768321
58,38,120.2314506
58,33,228.5279651
58,5,130.5640679
58,52,214.2125618
58,59,189.9581491
58,78,113.5250322
58,23,108.4287552
58,48,114.5637393
58,34,71.20765208
58,55,108.5474927
58,40,
58,22,20.57357048
58,56,30.33621574
58,21,109.3449798
58,11,81.07906938
58,31,207.443359
58,14,69.89149054
58,18,22.36121671
58,61,11.62990201
58,60,26.29763182
58,53,18.08917932
58,68,45.09555739
58,58,0
58,8,99.74046197
58,9,65.16369876
58,41,14.54189507
58,76,118.1061088
58,74,105.3904346
58,45,64.66621677
58,19,251.2678626
58,27,141.3453147
58,65,254.3274419
58,69,266.0885056
58,72,261.8110485
58,63,231.5131188
58,64,255.6772411
58,79,241.9901854
58,1,98.68159102
58,37,97.60304073
58,70,254.6737973
58,36,237.2383422
58,15,55.76722764
58,25,91.14183347
58,43,64.52665921
58,62,20.95674671
58,35,73.63294417
58,30,41.59765935
58,66,36.22850538
58,13,57.22687991
58,29,36.12821973
58,39,53.5077965
58,71,58.69902563
58,44,75.70267717
58,75,67.42185285
58,3,84.24787353
58,16,63.17156917
58,17,92.42470365
58,6,76.77551345
58,49,77.93723948
58,12,84.24787353
58,10,75.1967647
58,4,81.45528786
58,32,62.03549255
58,46,84.0822942
58,54,48.77861602
58,2,169.0045747
58,26,169.9755319
58,47,62.15851747
58,50,101.8765458
58,73,48.8068797
58,28,73.62489164
8,51,337.1042225
8,67,347.4841415
8,57,213.8713227
8,7,208.7379917
8,24,222.5461399
8,77,318.2470877
8,42,217.8509067
8,20,211.8836526
8,38,210.9112827
8,33,328.0996238
8,5,218.0555388
8,52,313.6907473
8,59,289.650749
8,78,211.1949093
8,23,205.9857296
8,48,212.0800852
8,34,158.7075364
8,55,207.0459197
8,40,
8,22,80.97251581
8,56,91.08069245
8,21,136.7151185
8,11,115.775457
8,31,306.8351548
8,14,109.1349674
8,18,105.0512642
8,61,91.71405807
8,60,77.21234882
8,53,98.90432682
8,68,56.52028912
8,58,99.74046197
8,8,0
8,9,34.62797657
8,41,98.93193229
8,76,18.54133225
8,74,203.6785553
8,45,156.5080156
8,19,349.6558605
8,27,239.7371481
8,65,352.6982026
8,69,362.416078
8,72,358.929971
8,63,330.3674511
8,64,352.7292016
8,79,341.7223693
8,1,169.8146463
8,37,166.4963671
8,70,351.5556787
8,36,336.9757842
8,15,152.5257852
8,25,186.5292786
8,43,108.9813833
8,62,105.6227638
8,35,117.9309689
8,30,111.7158812
8,66,94.43316897
8,13,120.232934
8,29,104.477509
8,39,115.1048789
8,71,98.447754
8,44,119.7269623
8,75,102.0670172
8,3,101.4620182
8,16,99.1148597
8,17,104.1812508
8,6,92.52814409
8,49,110.189167
8,12,101.4620182
8,10,84.7452814
8,4,82.73221695
8,32,100.3731798
8,46,55.6207886
8,54,51.71921304
8,2,71.89755277
8,26,74.42059378
8,47,114.0154201
8,50,111.2415914
8,73,93.21228953
8,28,113.1619106
9,51,302.5918201
9,67,313.1495985
9,57,179.5504146
9,7,174.2496241
9,24,189.7470888
9,77,283.6323629
9,42,185.8936209
9,20,178.7231017
9,38,177.8118001
9,33,293.4720561
9,5,185.6706081
9,52,279.0677303
9,59,255.1164576
9,78,176.7944324
9,23,171.5966924
9,48,177.7050549
9,34,125.7287895
9,55,172.5198847
9,40,
9,22,46.91434573
9,56,58.33205339
9,21,117.3653304
9,11,92.42005013
9,31,272.4546499
9,14,83.75136917
9,18,72.09418255
9,61,57.56786548
9,60,42.96759716
9,53,65.61896533
9,68,22.60812151
9,58,65.16369876
9,8,34.62797657
9,9,0
9,41,64.58210349
9,76,53.10143551
9,74,169.1788592
9,45,122.8036821
9,19,315.2032295
9,27,205.2454433
9,65,318.2495678
9,69,328.4057256
9,72,324.7417319
9,63,295.8277701
9,64,318.5525236
9,79,307.1155153
9,1,140.3401691
9,37,137.4403592
9,70,317.4154877
9,36,302.3969751
9,15,118.1306122
9,25,152.4464193
9,43,82.20020659
9,62,71.58886747
9,35,94.53043634
9,30,81.40296402
9,66,64.2863831
9,13,92.19337989
9,29,73.76114159
9,39,85.04530904
9,71,73.78022897
9,44,96.58411966
9,75,79.53086438
9,3,84.67076627
9,16,75.70266673
9,17,89.75887797
9,6,74.77030527
9,49,89.52921305
9,12,84.67076627
9,10,67.7499415
9,4,68.6946369
9,32,76.44509614
9,46,48.62161178
9,54,17.38586782
9,2,104.668865
9,26,106.2530191
9,47,88.13721202
9,50,98.57162525
9,73,66.23855591
9,28,90.62783049
41,51,238.21577
41,67,248.5835626
41,57,114.9751199
41,7,109.8447664
41,24,127.0523542
41,77,219.7315915
41,42,124.9129797
41,20,115.4531949
41,38,114.6565637
41,33,229.8427806
41,5,123.8132564
41,52,215.2968882
41,59,192.9074606
41,78,112.2635829
41,23,107.0560776
41,48,113.1545665
41,34,63.54690926
41,55,108.2127287
41,40,
41,22,27.96767005
41,56,17.07773209
41,21,94.80618708
41,11,66.57501082
41,31,211.239113
41,14,55.41210459
41,18,36.90305834
41,61,23.40953389
41,60,21.73213866
41,53,32.34681111
41,68,42.45388472
41,58,14.54189507
41,8,98.93193229
41,9,64.58210349
41,41,0
41,76,117.4731576
41,74,104.8014907
41,45,58.96324214
41,19,250.7270891
41,27,140.8397277
41,65,253.7684567
41,69,263.8934151
41,72,260.1641984
41,63,231.5207963
41,64,253.9772667
41,79,244.0625666
41,1,87.18123818
41,37,85.68442754
41,70,252.8492601
41,36,239.6705673
41,15,53.5938654
41,25,87.95206351
41,43,50.00451839
41,62,8.418676081
41,35,87.85905403
41,30,56.13409395
41,66,49.68567247
41,13,71.76635811
41,29,50.51055198
41,39,39.25157598
41,71,72.06986488
41,44,89.95597619
41,75,80.83414142
41,3,96.99593474
41,16,76.4680122
41,17,105.0589499
41,6,88.98302751
41,49,91.59655983
41,12,96.99593474
41,10,86.6224513
41,4,92.43935365
41,32,75.47678371
41,46,91.50393984
41,54,47.25223438
41,2,165.6156899
41,26,166.0059841
41,47,76.47859245
41,50,114.6548718
41,73,61.89542089
41,28,87.60802605
76,51,355.638356
76,67,366.0227498
76,57,232.4104701
76,7,227.2744233
76,24,240.76463
76,77,336.7324865
76,42,235.8284196
76,20,230.2027918
76,38,229.2152981
76,33,346.5507186
76,5,236.1595584
76,52,332.1610955
76,59,307.9255586
76,78,229.7362303
76,23,224.5270498
76,48,230.6212358
76,34,177.013254
76,55,225.5762288
76,40,
76,22,99.0666343
76,56,109.4342237
76,21,150.6670919
76,11,131.4252568
76,31,324.9596145
76,14,125.510325
76,18,122.5635781
76,61,109.819695
76,60,95.75351239
76,53,116.5889578
76,68,75.05835849
76,58,118.1061088
76,8,18.54133225
76,9,53.10143551
76,41,117.4731576
76,76,0
76,74,222.2134206
76,45,174.9689377
76,19,368.1962277
76,27,258.2735466
76,65,371.2387665
76,69,380.9092557
76,72,377.4529439
76,63,348.895802
76,64,371.2506794
76,79,360.0936575
76,1,187.0937297
76,37,183.650936
76,70,370.0717574
76,36,355.3022016
76,15,171.0669852
76,25,205.0456635
76,43,125.774321
76,62,124.1472007
76,35,131.2776666
76,30,128.0597426
76,66,110.8960399
76,13,135.5293376
76,29,121.0551923
76,39,132.7658644
76,71,112.7113175
76,44,132.9303218
76,75,115.3832274
76,3,112.3697331
76,16,112.8600741
76,17,113.9507
76,6,104.1619747
76,49,122.5194787
76,12,112.3697331
76,10,96.38450575
76,4,93.24250931
76,32,114.2966405
76,46,65.38649637
76,54,70.25410896
76,2,56.39507032
76,26,59.96198896
76,47,128.4810849
76,50,119.9764913
76,73,108.486007
76,28,126.2285735
74,51,133.4259427
74,67,144.3069579
74,57,13.66218926
74,7,5.113498188
74,24,50.81297241
74,77,115.3405779
74,42,61.49431895
74,20,40.08848669
74,38,40.91818488
74,33,125.876809
74,5,55.32854778
74,52,111.1399909
74,59,93.12539991
74,78,9.303920809
74,23,6.3305925
74,48,10.74161165
74,34,57.12139518
74,55,3.784090398
74,40,
74,22,125.7969259
74,56,115.3403407
74,21,144.8573328
74,11,130.0975571
74,31,113.6560495
74,14,124.8747761
74,18,110.028983
74,61,115.5862924
74,60,126.5312066
74,53,113.2792889
74,68,147.2529297
74,58,105.3904346
74,8,203.6785553
74,9,169.1788592
74,41,104.8014907
74,76,222.2134206
74,74,0
74,45,52.26247675
74,19,146.048767
74,27,36.06757737
74,65,149.099885
74,69,161.1128314
74,72,156.5082967
74,63,126.7202676
74,64,150.4020783
74,79,141.1436597
74,1,84.28114172
74,37,88.13714171
74,70,149.4618998
74,36,137.504985
74,15,51.32145409
74,25,23.43760649
74,43,120.0202991
74,62,98.65240957
74,35,147.2232349
74,30,118.6316288
74,66,128.5696276
74,13,126.2771443
74,29,120.6413323
74,39,104.2179907
74,71,145.3397498
74,44,148.2196003
74,75,151.7699099
74,3,170.2192428
74,16,149.308467
74,17,177.9752265
74,6,166.8459868
74,49,157.8605517
74,12,170.2192428
74,10,168.8302063
74,4,176.0252975
74,32,147.3765764
74,46,186.5640876
74,54,151.9596803
74,2,269.5551363
74,26,269.4481906
74,47,137.4409605
74,50,185.2421793
74,73,139.5708505
74,28,150.8824296
45,51,182.9392141
45,67,191.9059242
45,57,59.31568488
45,7,56.72491399
45,24,68.42104643
45,77,166.557417
45,42,67.98757509
45,20,56.55336531
45,38,55.80842829
45,33,177.4548113
45,5,65.93397085
45,52,162.6270873
45,59,145.2566809
45,78,57.60866091
45,23,52.4709107
45,48,58.14416426
45,34,11.26216428
45,55,56.03172028
45,40,
45,22,84.71347746
45,56,65.78908457
45,21,97.39206302
45,11,79.08527852
45,31,165.5032616
45,14,72.98947861
45,18,77.98900721
45,61,76.21498022
45,60,79.96240873
45,53,78.39374107
45,68,100.2488646
45,58,64.66621677
45,8,156.5080156
45,9,122.8036821
45,41,58.96324214
45,76,174.9689377
45,74,52.26247675
45,45,0
45,19,194.8218099
45,27,86.53981791
45,65,197.81858
